lat-long,fsq_id,cat_id,category_name,categories,name,address,city,country,popularity,rating
"43.6525077,-79.4654233",5322638c11d2cdab1b231a7a,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}]",Whelan's Gate Irish Pub,"1663 Bloor St W, Toronto ON M6P 1A6",Toronto,CA,0.9467541850111456,8.3
"43.6525077,-79.4654233",4c12a36677cea593d36bcd60,13022,Sports Bar,"[{'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}]",Lithuanian Hall,"1535 Bloor St W, Toronto ON",Toronto,CA,0.940820144862208,7.4
"43.6525077,-79.4654233",4ae9f27af964a520e5b721e3,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Swan & Firkin,"2205 Bloor St W (btwn Runnymede Rd. & Kennedy Ave.), Toronto ON M6S 1N5",Toronto,CA,0.9176767707953837,5.9
"43.6525077,-79.4654233",6302cddbc0419625d16a88ac,13276,Sushi Restaurant,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Dynamite Sushi,"1661 Bloor St W, Toronto ON M6P 1A6",Toronto,CA,0.9100322945161071,
"43.6525077,-79.4654233",54ab4acb498e6b2bbdf10dc2,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",The Wicked,"1671 Bloor St W (Indian Rd), Toronto ON M6P 1A6",Toronto,CA,0.8859935657962172,6.5
"43.6525077,-79.4654233",52f18cc2498ec148c8852cef,13276,Sushi Restaurant,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Sushi Place,"1730 Bloor St W (Keele), Toronto ON M6P 1B3",Toronto,CA,0.8702908976393512,6.7
"43.6525077,-79.4654233",4b5a9f92f964a52042ce28e3,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Mackenzies High Park,"1982 Bloor St W, Toronto ON M6P 3K9",Toronto,CA,0.8618930884795643,6.8
"43.6525077,-79.4654233",50d4940de4b0d27a203d4b1e,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Cabin Fever Collective,"1669 Bloor St W, Toronto ON M6P 1A6",Toronto,CA,0.8613744002667539,8.9
"43.6772,-79.35858",57328caf498e60827543695e,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The Edmund Burke,"107 Danforth Ave, Toronto ON M4K 1N2",Toronto,CA,0.9551952181886667,6.7
"43.6772,-79.35858",4ae24b39f964a520ef8c21e3,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}]",Black Swan Tavern,"154 Danforth Ave (Broadview Ave), Toronto ON M4K 1N1",Toronto,CA,0.954985272959672,5.2
"43.6772,-79.35858",4aeb2613f964a52002bf21e3,13022,Sports Bar,"[{'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}]",Fox and Fiddle,"535 Danforth Ave (btw Ferrier Ave & Carlaw Ave), Toronto ON M4K 1P7",Toronto,CA,0.9372942999870328,5.8
"43.6772,-79.35858",4ae24088f964a5206b8c21e3,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13051, 'name': 'Fish and Chips Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fishandchips_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Auld Spot Pub,"347 Danforth Ave (at Hampton Ave), Toronto ON M4K 1N7",Toronto,CA,0.9357011861905438,8.1
"43.6772,-79.35858",4ada126ff964a520041e21e3,13031,Burger Joint,"[{'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Allen's,"143 Danforth Ave, Toronto ON M4K 1N2",Toronto,CA,0.9346144108875126,7.8
"43.6772,-79.35858",6281c3ddea34da53f366004c,13276,Sushi Restaurant,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Sinaloa Factory,"551 Danforth Ave, Toronto ON M4K 1P7",Toronto,CA,0.9250680778279313,
"43.6772,-79.35858",616c7566176d8d22dca16e9a,13332,Salad Restaurant,"[{'id': 13332, 'name': 'Salad Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/salad_', 'suffix': '.png'}}]",Imperfect Fresh Eats,"106 Danforth Ave, Toronto ON M4K 1N1",Toronto,CA,0.9182078087275467,
"43.6772,-79.35858",4bd1db4e046076b0f1a57271,13059,Juice Bar,"[{'id': 13059, 'name': 'Juice Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/juicebar_', 'suffix': '.png'}}]",The Big Carrot Organic Juice Bar,"348 Danforth Ave (Hampton Avenue), Toronto ON M4K 1N8",Toronto,CA,0.9160651324198658,7.7
"43.6772,-79.35858",5a6bd7ec6661160f9355c448,13009,Cocktail Bar,"[{'id': 13009, 'name': 'Cocktail Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}}]",Sidebar,"161 Danforth Ave, Toronto ON M4K 1N2",Toronto,CA,0.9064755753425503,7.9
"43.6772,-79.35858",62b7ca6968846f4adf7c03c5,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Noonan's,"141 Danforth Ave (Broadview Ave), Toronto ON M4K 1N2",Toronto,CA,0.8848882659141571,
"43.662712,-79.379903",4ad9ffbbf964a520091d21e3,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Jack Astor's,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9967828981086405,7.4
"43.662712,-79.379903",4fe4a773e4b0ef61f5212ecd,13099,Chinese Restaurant,"[{'id': 13099, 'name': 'Chinese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}, {'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",Spring Sushi,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9964741551248247,7.0
"43.662712,-79.379903",4ad887d2f964a520111221e3,13011,Gay Bar,"[{'id': 13011, 'name': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}, {'id': 13058, 'name': 'Hot Dog Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/hotdog_', 'suffix': '.png'}}]",Hair of the Dog,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Toronto,CA,0.988804979406843,8.3
"43.662712,-79.379903",4a9f21c0f964a520a63c20e3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,CA,0.9881380945618011,7.5
"43.662712,-79.379903",4d306dd82748b60c62b6dba0,13065,Restaurant,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Trattoria Mercatto,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",Toronto,CA,0.9877984772796038,8.0
"43.662712,-79.379903",57fcf30c498e1b3a29dc46a5,19056,Travel Lounge,"[{'id': 19056, 'name': 'Travel Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Executive Lounge Toronto Marriott Eaton Centre,"575 Bay St, Toronto ON M5G 2C5",Toronto,CA,0.9859398445170333,7.9
"43.662712,-79.379903",4f4cee23e4b05b49b42c92a9,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Jugo Juice,"555 University Ave, Toronto ON M5G 1X8",Toronto,CA,0.9842726324044286,
"43.662712,-79.379903",4bb942a7cf2fc9b6596ca002,13383,Steakhouse,"[{'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",The Keg Steakhouse & Bar,"515 Jarvis St (Wellesley), Toronto ON M4Y 2H7",Toronto,CA,0.981821213112932,8.9
"43.662712,-79.379903",4af4e6e2f964a52052f721e3,13026,BBQ Joint,"[{'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}, {'id': 13388, 'name': 'Wings Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/wings_', 'suffix': '.png'}}]",St. Louis Bar and Grill,"595 Bay St (Atrium on Bay), Toronto ON M5G 2C2",Toronto,CA,0.9782027453426121,6.8
"43.662712,-79.379903",4aefac72f964a520ded921e3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Imperial Pub,"54 Dundas St E (at Victoria Ln.), Toronto ON M5B 1C7",Toronto,CA,0.9772703415314887,7.0
"43.658938,-79.383518",4ad9ffbbf964a520091d21e3,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Jack Astor's,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9967828981086405,7.4
"43.658938,-79.383518",4fe4a773e4b0ef61f5212ecd,13099,Chinese Restaurant,"[{'id': 13099, 'name': 'Chinese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}, {'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",Spring Sushi,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9964741551248247,7.0
"43.658938,-79.383518",4cdc78defc9737042ba2d505,13013,Hotel Bar,"[{'id': 13013, 'name': 'Hotel Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}}]",Club Lounge,"Sheraton Ctr (123 Queen St W), Toronto ON M5H 2M9",Toronto,CA,0.9897003340599085,6.3
"43.658938,-79.383518",4ad887d2f964a520111221e3,13011,Gay Bar,"[{'id': 13011, 'name': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}, {'id': 13058, 'name': 'Hot Dog Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/hotdog_', 'suffix': '.png'}}]",Hair of the Dog,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Toronto,CA,0.988804979406843,8.3
"43.658938,-79.383518",4a9f21c0f964a520a63c20e3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,CA,0.9881380945618011,7.5
"43.658938,-79.383518",4d306dd82748b60c62b6dba0,13065,Restaurant,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Trattoria Mercatto,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",Toronto,CA,0.9877984772796038,8.0
"43.658938,-79.383518",57fcf30c498e1b3a29dc46a5,19056,Travel Lounge,"[{'id': 19056, 'name': 'Travel Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Executive Lounge Toronto Marriott Eaton Centre,"575 Bay St, Toronto ON M5G 2C5",Toronto,CA,0.9859398445170333,7.9
"43.658938,-79.383518",4f4cee23e4b05b49b42c92a9,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Jugo Juice,"555 University Ave, Toronto ON M5G 1X8",Toronto,CA,0.9842726324044286,
"43.658938,-79.383518",4bb942a7cf2fc9b6596ca002,13383,Steakhouse,"[{'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",The Keg Steakhouse & Bar,"515 Jarvis St (Wellesley), Toronto ON M4Y 2H7",Toronto,CA,0.981821213112932,8.9
"43.658938,-79.383518",4f32ef82e4b0547a0d55d850,13016,Lounge,"[{'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13142, 'name': 'English Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Firkin on Yonge,"207 Yonge St (at Shuter St.), Toronto ON M5B 1M4",Toronto,CA,0.9812346014436822,6.3
"43.683378,-79.322961",622d47e4d0d7e341c978ea68,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Better Half,"663 Greenwood Ave, Toronto ON M4J 4B3",Toronto,CA,0.9740038407627186,
"43.683378,-79.322961",579c2998498e3f16b083e829,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13347, 'name': 'Tapas Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/tapas_', 'suffix': '.png'}}]",The Dylan Bar,"1276 Danforth Ave (Linsmore Crescent), Toronto ON M4J 1M6",Toronto,CA,0.9719784867888878,6.9
"43.683378,-79.322961",5155ca12e4b0e05526806bdf,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The Wren,"1382 Danforth Ave (at Monarch Park Ave), Toronto ON M4J 1M9",Toronto,CA,0.9513668051893521,9.0
"43.683378,-79.322961",4eb5ee8f30f8d0f18c95e6d3,13015,Karaoke Bar,"[{'id': 13015, 'name': 'Karaoke Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/karaoke_', 'suffix': '.png'}}]",Linsmore Tavern,"1298 Danforth Ave (linnsmore), Toronto ON M4J 1M6",Toronto,CA,0.9498539645686552,5.9
"43.683378,-79.322961",4b0b0c37f964a520122c23e3,13022,Sports Bar,"[{'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The Groove Restaurant,"1952 Danforth Ave (Woodbine), Toronto ON M4C 1J4",Toronto,CA,0.9461737482015721,5.9
"43.683378,-79.322961",5de19861db954c0008eeca06,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Mom’s Basement,"1430 Danforth Ave, Toronto ON M4J 1N4",Toronto,CA,0.9410486146702316,
"43.683378,-79.322961",5b5b5918e7a237002c7b3c5f,13276,Sushi Restaurant,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Gyoko Sushi & Bar,"2143 Danforth Ave, Toronto ON M4C 1K2",Toronto,CA,0.940702822528358,
"43.683378,-79.322961",59fa615a35d3fc15117995e8,13138,Dutch Restaurant,"[{'id': 13138, 'name': 'Dutch Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Borrel,"1333 Danforth Ave, Toronto ON M4J 1N1",Toronto,CA,0.9159292855069868,6.7
"43.683378,-79.322961",619847733350c324ea2725f0,13025,Wine Bar,"[{'id': 13025, 'name': 'Wine Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The Wood Owl,"1380 Danforth Ave (Monarch Park Ave), Toronto ON M4J 1M9",Toronto,CA,0.9052591279863165,
"43.683378,-79.322961",5c40c8c55bc27d00254eaee5,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Tipsy Moose Pub,"1864 Danforth Ave, Toronto ON M4C 1J4",Toronto,CA,0.9041414783849037,
"43.6425636,-79.3762",4af96fbbf964a520c01122e3,19009,Lodging,"[{'id': 19009, 'name': 'Lodging', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/default_', 'suffix': '.png'}}]",One King West Hotel . Residence,"1 King St W (at Yonge St.), Toronto ON M5H 1A1",Toronto,CA,0.996085138965217,8.0
"43.6425636,-79.3762",4ae0cf40f964a520bc8221e3,13049,Diner,"[{'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",Jack Astor's,"144 Front St W (at University Ave), Toronto ON M5J 2L7",Toronto,CA,0.9958319697184882,7.4
"43.6425636,-79.3762",5c08474447f876002c736b68,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Wvrst Union Station,"65 Front St W, Toronto ON M5J 1E6",Toronto,CA,0.9953935546814698,8.9
"43.6425636,-79.3762",59a0c566fc9e941199511d9f,13065,Restaurant,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Null,"123 Front St W, Toronto ON M5J 2M2",Toronto,CA,0.9953194563653541,7.6
"43.6425636,-79.3762",4ae603a5f964a52010a421e3,13007,Beer Garden,"[{'id': 13007, 'name': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}, {'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",The Loose Moose Tap & Grill,"146 Front St W (btwn Simcoe & York), Toronto ON M5J 1G2",Toronto,CA,0.9940165609736519,7.9
"43.6425636,-79.3762",601d14d442fb60302fae8306,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",CRAFT Beer Market Toronto,"1 Adelaide St E, Toronto ON M5C 2V9",Toronto,CA,0.9931459057592916,8.4
"43.6425636,-79.3762",4ad4c05cf964a520dff520e3,13025,Wine Bar,"[{'id': 13025, 'name': 'Wine Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13338, 'name': 'Seafood Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",360 Restaurant,"301 Front St W (301 Front St. W), Toronto ON M5V 2T6",Toronto,CA,0.9924728460545734,8.0
"43.6425636,-79.3762",61093f8138e3f910ddb98ce2,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Beertown Public House,"125 Wellington St W, Toronto ON M5J 0E8",Toronto,CA,0.9924604963352208,
"43.6425636,-79.3762",4ad4c05df964a5203cf620e3,13013,Hotel Bar,"[{'id': 13013, 'name': 'Hotel Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}}]",Library Bar,"100 Front St W, Toronto ON M5J 1E3",Toronto,CA,0.9919171086837052,7.9
"43.6425636,-79.3762",4ad4c05cf964a520cff520e3,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13142, 'name': 'English Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Elephant & Castle,"212 King St W, Toronto ON M5H 1K5",Toronto,CA,0.9916701142966526,6.8
