lat-long,fsq_id,cat_id,category_name,categories,name,address,city,country,popularity,rating
"43.665269,-79.319796",4b12cd56f964a5206d8e23e3,13049,Diner,"[{'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Occasions Restaurant,"30 Eastwood Rd (Gainsborough Road), Toronto ON M4L 2C3",Toronto,CA,0.9635992022081298,7.4
"43.665269,-79.319796",4da22f3ad686b60c2bb1b428,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Queen's Head Pub,"1214 Queen St E (Leslie St), Toronto ON M4M 1L7",Toronto,CA,0.9627532464324748,5.6
"43.665269,-79.319796",54b47574498e6b087d957fa2,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Eulalie's Corner Store,"1438 Gerrard St E (Ashdale), Toronto ON M4L 1Z8",Toronto,CA,0.9576157631817817,6.9
"43.665269,-79.319796",60ce6c2fe180036cc18a8b13,13010,Dive Bar,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Betty's East,"1301 Queen St E, Toronto ON M4L 1C2",Toronto,CA,0.954275164096896,
"43.665269,-79.319796",4ea9b2c0cc217eb08e070a93,13031,Burger Joint,"[{'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Lazy Daisy's Cafe,"1515 Gerrard St E (at Coxwell Ave), Toronto ON M4L 2A4",Toronto,CA,0.9391220584512217,7.4
"43.665269,-79.319796",4fd52f42e4b0b916eb02ab1b,13064,Pizzeria,"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",O Sushi,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Toronto,CA,0.9352936454519071,7.9
"43.665269,-79.319796",4b6bb0cef964a520b6152ce3,10032,Night Club,"[{'id': 10032, 'name': 'Night Club', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Duke of York,"1225 Queen St E (at Leslie St), Toronto ON M4M 1L6",Toronto,CA,0.9309033202220479,5.9
"43.665269,-79.319796",584b6fef65e7c76fc4e5c627,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Lloyd's on Queen,"1298 Queen St E, Toronto ON M4L 1C4",Toronto,CA,0.8944160743947094,
"43.665269,-79.319796",4b0ff2a5f964a520a16623e3,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Murphy's Law Irish Pub Inc,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",Toronto,CA,0.8826653164306841,7.1
"43.665269,-79.319796",5f5aa25c6fa9260f1e84871c,13276,Sushi Restaurant,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Toto Sushi,"1455 Gerrard St E (Craven Rd), Toronto ON M4L 1Z9",Toronto,CA,0.86401106534854,
"43.67142,-79.445947",5fe4bf11ec39e873a5811659,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Century Park Tavern,"33 Powerhouse St, Toronto ON M6H 0C7",Toronto,CA,0.9715894706292799,
"43.67142,-79.445947",4f14a5cbe4b072565fe420b4,13272,Ramen Restaurant,"[{'id': 13272, 'name': 'Ramen Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",California Sushi,"1238 Saint Clair Ave W, Toronto ON M6E 1B7",Toronto,CA,0.9702680506585488,7.3
"43.67142,-79.445947",5aabed888fb09e249951f426,13276,Sushi Restaurant,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Shunoko,"1201 St Clair Ave W (at Dufferin St), Toronto ON M6E 1B5",Toronto,CA,0.9664149382205289,7.8
"43.67142,-79.445947",5753753b498eeb535c53aed5,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",The Greater Good Bar,"229 Geary Ave (at Dufferin St), Toronto ON M6H 2C1",Toronto,CA,0.9460379012886933,9.1
"43.67142,-79.445947",4cf0a27f7bf3b60ce9095b7f,10032,Night Club,"[{'id': 10032, 'name': 'Night Club', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Epic Lounge,"1355 Saint Clair Ave W (Lansdowne Ave.), Toronto ON M6E 1C5",Toronto,CA,0.9449573008453382,
"43.67142,-79.445947",62dc5c20e88f9b2583eedd18,13025,Wine Bar,"[{'id': 13025, 'name': 'Wine Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}]",Paradise Grapevine Winery,"218 Geary Ave, Toronto ON M6H 2C3",Toronto,CA,0.9406287242122423,
"43.67142,-79.445947",5cca5678326fb1002b94bc06,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Limón Lounge,"1089 St Clair Ave W, Toronto ON M6E 1A8",Toronto,CA,0.9371769776531829,
"43.67142,-79.445947",5c4e727db1538e002c85063b,13303,Mexican Restaurant,"[{'id': 13303, 'name': 'Mexican Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}}]",El Sazon Mexicano,"1284 St Clair Ave W, Toronto ON M6E 1C1",Toronto,CA,0.9340648483763206,
"43.67142,-79.445947",4e15d960fa764fb14aeae8bb,13016,Lounge,"[{'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Castello Sports Bar,"1468 St Clair Ave W, Toronto ON M6E 1C6",Toronto,CA,0.9278961635596831,
"43.67142,-79.445947",4adcc512f964a5209f2f21e3,13022,Sports Bar,"[{'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",Boo Radleys Junction Bar N Gri,"1482 Dupont Ave (Campbell Ave.), Toronto ON M6P 3S1",Toronto,CA,0.9248149085812025,7.4
"43.666224,-79.317693",4b12cd56f964a5206d8e23e3,13049,Diner,"[{'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Occasions Restaurant,"30 Eastwood Rd (Gainsborough Road), Toronto ON M4L 2C3",Toronto,CA,0.9635992022081298,7.4
"43.666224,-79.317693",54b47574498e6b087d957fa2,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Eulalie's Corner Store,"1438 Gerrard St E (Ashdale), Toronto ON M4L 1Z8",Toronto,CA,0.9576157631817817,6.9
"43.666224,-79.317693",60ce6c2fe180036cc18a8b13,13010,Dive Bar,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Betty's East,"1301 Queen St E, Toronto ON M4L 1C2",Toronto,CA,0.954275164096896,
"43.666224,-79.317693",4ea9b2c0cc217eb08e070a93,13031,Burger Joint,"[{'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Lazy Daisy's Cafe,"1515 Gerrard St E (at Coxwell Ave), Toronto ON M4L 2A4",Toronto,CA,0.9391220584512217,7.4
"43.666224,-79.317693",4fd52f42e4b0b916eb02ab1b,13064,Pizzeria,"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",O Sushi,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Toronto,CA,0.9352936454519071,7.9
"43.666224,-79.317693",584b6fef65e7c76fc4e5c627,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Lloyd's on Queen,"1298 Queen St E, Toronto ON M4L 1C4",Toronto,CA,0.8944160743947094,
"43.666224,-79.317693",4b0ff2a5f964a520a16623e3,13018,Pub,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Murphy's Law Irish Pub Inc,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",Toronto,CA,0.8826653164306841,7.1
"43.666224,-79.317693",5f5aa25c6fa9260f1e84871c,13276,Sushi Restaurant,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Toto Sushi,"1455 Gerrard St E (Craven Rd), Toronto ON M4L 1Z9",Toronto,CA,0.86401106534854,
"43.666224,-79.317693",4ce88b709f776ea832f05e22,12069,Government Department / Agency,"[{'id': 12069, 'name': 'Government Department / Agency', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/government_', 'suffix': '.png'}}]",Royal Canadian Legion,"243 Coxwell Ave, Toronto ON M4L 3B4",Toronto,CA,0.8506054449912626,
"43.666224,-79.317693",53d82743498e02dad4ccb302,13010,Dive Bar,"[{'id': 13010, 'name': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}]",Jenny's Place,"1338 Gerrard St E (Highfield Road), Toronto ON M4L 1Z2",Toronto,CA,0.8496359920220813,
"43.653236,-79.376716",4ad9ffbbf964a520091d21e3,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Jack Astor's,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9967828981086405,7.4
"43.653236,-79.376716",4af96fbbf964a520c01122e3,19009,Lodging,"[{'id': 19009, 'name': 'Lodging', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/default_', 'suffix': '.png'}}]",One King West Hotel . Residence,"1 King St W (at Yonge St.), Toronto ON M5H 1A1",Toronto,CA,0.996085138965217,8.0
"43.653236,-79.376716",601d14d442fb60302fae8306,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",CRAFT Beer Market Toronto,"1 Adelaide St E, Toronto ON M5C 2V9",Toronto,CA,0.9931459057592916,8.4
"43.653236,-79.376716",4ad4c05df964a5203cf620e3,13013,Hotel Bar,"[{'id': 13013, 'name': 'Hotel Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}}]",Library Bar,"100 Front St W, Toronto ON M5J 1E3",Toronto,CA,0.9919171086837052,7.9
"43.653236,-79.376716",4d2b615e342d6dcb2b8115cb,13016,Lounge,"[{'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Earl's Kitchen & Bar,"150 King St W (at York St.), Toronto ON M5H 1J9",Toronto,CA,0.9914231199096001,7.7
"43.653236,-79.376716",4cdc78defc9737042ba2d505,13013,Hotel Bar,"[{'id': 13013, 'name': 'Hotel Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}}]",Club Lounge,"Sheraton Ctr (123 Queen St W), Toronto ON M5H 2M9",Toronto,CA,0.9897003340599085,6.3
"43.653236,-79.376716",4a9f21c0f964a520a63c20e3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,CA,0.9881380945618011,7.5
"43.653236,-79.376716",4d306dd82748b60c62b6dba0,13065,Restaurant,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Trattoria Mercatto,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",Toronto,CA,0.9877984772796038,8.0
"43.653236,-79.376716",4ad4c05df964a52059f620e3,13065,Restaurant,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Canoe Restaurant & Bar,"66 Wellington St W (at Bay Street), Toronto ON M5K 1H6",Toronto,CA,0.9870698438377988,9.0
"43.653236,-79.376716",57fcf30c498e1b3a29dc46a5,19056,Travel Lounge,"[{'id': 19056, 'name': 'Travel Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Executive Lounge Toronto Marriott Eaton Centre,"575 Bay St, Toronto ON M5G 2C5",Toronto,CA,0.9859398445170333,7.9
"43.663722,-79.380288",4ad9ffbbf964a520091d21e3,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Jack Astor's,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9967828981086405,7.4
"43.663722,-79.380288",4fe4a773e4b0ef61f5212ecd,13099,Chinese Restaurant,"[{'id': 13099, 'name': 'Chinese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}, {'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",Spring Sushi,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9964741551248247,7.0
"43.663722,-79.380288",4ad887d2f964a520111221e3,13011,Gay Bar,"[{'id': 13011, 'name': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}, {'id': 13058, 'name': 'Hot Dog Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/hotdog_', 'suffix': '.png'}}]",Hair of the Dog,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Toronto,CA,0.988804979406843,8.3
"43.663722,-79.380288",4a9f21c0f964a520a63c20e3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,CA,0.9881380945618011,7.5
"43.663722,-79.380288",4ada0042f964a520111d21e3,13383,Steakhouse,"[{'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",Jack Astor’s,"2 Bloor St E (at Yonge), Toronto ON M4W 1A8",Toronto,CA,0.9879837230698932,7.1
"43.663722,-79.380288",4f4cee23e4b05b49b42c92a9,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Jugo Juice,"555 University Ave, Toronto ON M5G 1X8",Toronto,CA,0.9842726324044286,
"43.663722,-79.380288",4bb942a7cf2fc9b6596ca002,13383,Steakhouse,"[{'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",The Keg Steakhouse & Bar,"515 Jarvis St (Wellesley), Toronto ON M4Y 2H7",Toronto,CA,0.981821213112932,8.9
"43.663722,-79.380288",4af4e6e2f964a52052f721e3,13026,BBQ Joint,"[{'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}, {'id': 13388, 'name': 'Wings Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/wings_', 'suffix': '.png'}}]",St. Louis Bar and Grill,"595 Bay St (Atrium on Bay), Toronto ON M5G 2C2",Toronto,CA,0.9782027453426121,6.8
"43.663722,-79.380288",4aefac72f964a520ded921e3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13016, 'name': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Imperial Pub,"54 Dundas St E (at Victoria Ln.), Toronto ON M5B 1C7",Toronto,CA,0.9772703415314887,7.0
"43.663722,-79.380288",4ab2b0b9f964a520e56b20e3,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",The Queen and Beaver Public House,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Toronto,CA,0.9769677734073493,8.6
"43.657763,-79.389165",4ad9ffbbf964a520091d21e3,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Jack Astor's,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,CA,0.9967828981086405,7.4
"43.657763,-79.389165",4cdc78defc9737042ba2d505,13013,Hotel Bar,"[{'id': 13013, 'name': 'Hotel Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}}]",Club Lounge,"Sheraton Ctr (123 Queen St W), Toronto ON M5H 2M9",Toronto,CA,0.9897003340599085,6.3
"43.657763,-79.389165",4ad887d2f964a520111221e3,13011,Gay Bar,"[{'id': 13011, 'name': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}, {'id': 13058, 'name': 'Hot Dog Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/hotdog_', 'suffix': '.png'}}]",Hair of the Dog,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Toronto,CA,0.988804979406843,8.3
"43.657763,-79.389165",4a9f21c0f964a520a63c20e3,13006,Beer Bar,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,CA,0.9881380945618011,7.5
"43.657763,-79.389165",4d306dd82748b60c62b6dba0,13065,Restaurant,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Trattoria Mercatto,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",Toronto,CA,0.9877984772796038,8.0
"43.657763,-79.389165",57fcf30c498e1b3a29dc46a5,19056,Travel Lounge,"[{'id': 19056, 'name': 'Travel Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}]",Executive Lounge Toronto Marriott Eaton Centre,"575 Bay St, Toronto ON M5G 2C5",Toronto,CA,0.9859398445170333,7.9
"43.657763,-79.389165",4f4cee23e4b05b49b42c92a9,13003,Bar,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",Jugo Juice,"555 University Ave, Toronto ON M5G 1X8",Toronto,CA,0.9842726324044286,
