lat-long,category_name,categories,name,latitude,longitude,address,city,country,rating
"43.665269, -79.319796",bakeries,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'bistros', 'title': 'Bistros'}]",Le Conciliabule,43.671365,-79.3272249,"['1300 Gerrard Street E', 'Toronto, ON M4L 1Y7', 'Canada']",Toronto,CA,4.5
"43.665269, -79.319796",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Eulalie's Corner Store,43.6725388,-79.3217316,"['1438 Gerrard Street E', 'Toronto, ON M4L 1Z8', 'Canada']",Toronto,CA,4.5
"43.665269, -79.319796",cafes,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}]",Black Pony,43.67241,-79.3204,"['1481 Gerrard Street E', 'Toronto, ON M4L 2A3', 'Canada']",Toronto,CA,4.5
"43.665269, -79.319796",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",Lake Inez,43.67234,-79.32064,"['1471 Gerrard Street E', 'Toronto, ON M4L 2A1', 'Canada']",Toronto,CA,4.5
"43.665269, -79.319796",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Lloyd's On Queen,43.66380139616702,-79.3283557134918,"['1298 Queen St E', 'Toronto, ON M4L 1C4', 'Canada']",Toronto,CA,5.0
"43.665269, -79.319796",bowling,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'bars', 'title': 'Bars'}]",Shamrock Bowl and Restobar,43.67329,-79.31979,"['280 Coxwell Avenue', 'Toronto, ON M4L 3B6', 'Canada']",Toronto,CA,4.0
"43.665269, -79.319796",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",The Duke Live,43.6631490072311,-79.3303066492081,"['1225 Queen Street E', 'Toronto, ON M4M 1L6', 'Canada']",Toronto,CA,3.5
"43.665269, -79.319796",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",JP Restaurant,43.67303,-79.31955,"['270 Coxwell Avenue', 'Toronto, ON M4L 3B6', 'Canada']",Toronto,CA,3.5
"43.665269, -79.319796",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",The Thirsty Loon,43.67239417788257,-79.31990607361067,"['1489 Gerrard Street E', 'Toronto, ON M4L 2A4', 'Canada']",Toronto,CA,4.0
"43.665269, -79.319796",mediterranean,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Toronto Beach Club,43.6632065,-79.3100133,"['1681 Lake Shore Boulevard E', 'Toronto, ON M4L 3W6', 'Canada']",Toronto,CA,3.0
"43.665269, -79.319796",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Jenni Place,43.6718,-79.32481,"['1338 Gerrard Street E', 'Toronto, ON M4L 1Z2', 'Canada']",Toronto,CA,3.0
"43.665269, -79.319796",seafood,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Beach Club,43.6632065,-79.3100133,"['1681 Lake Shore Boulevard E', 'Toronto, ON M4L 3W6', 'Canada']",Toronto,CA,3.0
"43.665269, -79.319796",newcanadian,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",Queen's Head,43.6632102060042,-79.3308547120553,"['1214 Queen Street E', 'Toronto, ON M4M 1L7', 'Canada']",Toronto,CA,2.5
"43.665269, -79.319796",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Boardwalk Place,43.6630096,-79.3108978,"['1675 Lake Shore Boulevard E', 'Toronto, ON M4W 3L6', 'Canada']",Toronto,CA,2.5
"43.665269, -79.319796",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Two Headed Dog,43.672357884225,-79.3207821249962,"['1469 Gerrard Street E', 'Toronto, ON M4L 2A1', 'Canada']",Toronto,CA,2.5
"43.665269, -79.319796",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'indpak', 'title': 'Indian'}]",Baldev Paan Cold Drink House,43.67171,-79.32352,"['1399 Gerrard Street E', 'Toronto, ON M4L 1Z5', 'Canada']",Toronto,CA,3.0
"43.67142, -79.445947",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",The Cat's Cradle  Sports and Spirits,43.67712,-79.44588,"['1245 St Clair Avenue W', 'Toronto, ON M6E 1B8', 'Canada']",Toronto,CA,4.5
"43.67142, -79.445947",italian,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",CANO Restaurant,43.67871,-79.44058,"['1108 St Clair Avenue W', 'Toronto, ON M6E 1A7', 'Canada']",Toronto,CA,4.5
"43.67142, -79.445947",bars,"[{'alias': 'bars', 'title': 'Bars'}]",The Greater Good Bar,43.6692689674341,-79.4390478949696,"['229 Geary Avenue', 'Toronto, ON M6H 2C3', 'Canada']",Toronto,CA,4.0
"43.67142, -79.445947",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]",Boo Radley's Junction Bar and Grill,43.66614,-79.45028,"['1482 Dupont Street', 'Toronto, ON M6P', 'Canada']",Toronto,CA,3.5
"43.67142, -79.445947",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'latin', 'title': 'Latin American'}]",EL TREN LATÍNO,43.67787,-79.44232,"['1157 St. Clair Ave W', 'Toronto, ON M6H 2K3', 'Canada']",Toronto,CA,4.0
"43.67142, -79.445947",divebars,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'chinese', 'title': 'Chinese'}]",Brothers Bar,43.67968,-79.43627,"['962 St. Clair Ave W', 'Toronto, ON M6E 1A1', 'Canada']",Toronto,CA,3.0
"43.67142, -79.445947",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Gaivota Sports Bar,43.66518,-79.45282,"['1557 Dupont Street', 'Toronto, ON M6P 3S5', 'Canada']",Toronto,CA,3.0
"43.67142, -79.445947",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Fox And Fiddle,43.67837,-79.43999,"['1085 Saint Clair Ave W', 'Toronto, ON M6E', 'Canada']",Toronto,CA,2.0
"43.67142, -79.445947",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Vivid Bar,43.67853,-79.43915,"['1067 Staint Clair Avenue W', 'Toronto, ON M6E 1A6', 'Canada']",Toronto,CA,3.0
"43.67142, -79.445947",divebars,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",This Month Only Bar,43.66567,-79.45226,"['1540 Dupont Street', 'Toronto, ON M6P 4G7', 'Canada']",Toronto,CA,1.0
"43.67142, -79.445947",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",La Fogata Bar & Restaurant,43.6778446744717,-79.4424114148012,"['1157 St Clair Avenue W', 'Toronto, ON M6E 1B2', 'Canada']",Toronto,CA,1.0
"43.67142, -79.445947",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Castelo Sports Bar,43.67599,-79.45295,"['1468 Street Clair Avenue W', 'Toronto, ON M6E 1C6', 'Canada']",Toronto,CA,0.0
"43.67142, -79.445947",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Ti Carlos,43.67662,-79.45046,"['1384 Street Clair Avenue W', 'Toronto, ON M6E 1C6', 'Canada']",Toronto,CA,0.0
"43.67142, -79.445947",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Jhon Jhon Snack Bar,43.676102,-79.4507311,"['1351 Street Clair Avenue W', 'Toronto, ON M6E 1C5', 'Canada']",Toronto,CA,0.0
"43.666224, -79.317693",bakeries,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'bistros', 'title': 'Bistros'}]",Le Conciliabule,43.671365,-79.3272249,"['1300 Gerrard Street E', 'Toronto, ON M4L 1Y7', 'Canada']",Toronto,CA,4.5
"43.666224, -79.317693",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Eulalie's Corner Store,43.6725388,-79.3217316,"['1438 Gerrard Street E', 'Toronto, ON M4L 1Z8', 'Canada']",Toronto,CA,4.5
"43.666224, -79.317693",cafes,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}]",Black Pony,43.67241,-79.3204,"['1481 Gerrard Street E', 'Toronto, ON M4L 2A3', 'Canada']",Toronto,CA,4.5
"43.666224, -79.317693",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",Lake Inez,43.67234,-79.32064,"['1471 Gerrard Street E', 'Toronto, ON M4L 2A1', 'Canada']",Toronto,CA,4.5
"43.666224, -79.317693",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Lloyd's On Queen,43.66380139616702,-79.3283557134918,"['1298 Queen St E', 'Toronto, ON M4L 1C4', 'Canada']",Toronto,CA,5.0
"43.666224, -79.317693",bowling,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'bars', 'title': 'Bars'}]",Shamrock Bowl and Restobar,43.67329,-79.31979,"['280 Coxwell Avenue', 'Toronto, ON M4L 3B6', 'Canada']",Toronto,CA,4.0
"43.666224, -79.317693",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",JP Restaurant,43.67303,-79.31955,"['270 Coxwell Avenue', 'Toronto, ON M4L 3B6', 'Canada']",Toronto,CA,3.5
"43.666224, -79.317693",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",The Thirsty Loon,43.67239417788257,-79.31990607361067,"['1489 Gerrard Street E', 'Toronto, ON M4L 2A4', 'Canada']",Toronto,CA,4.0
"43.666224, -79.317693",mediterranean,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Toronto Beach Club,43.6632065,-79.3100133,"['1681 Lake Shore Boulevard E', 'Toronto, ON M4L 3W6', 'Canada']",Toronto,CA,3.0
"43.666224, -79.317693",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Jenni Place,43.6718,-79.32481,"['1338 Gerrard Street E', 'Toronto, ON M4L 1Z2', 'Canada']",Toronto,CA,3.0
"43.666224, -79.317693",seafood,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Beach Club,43.6632065,-79.3100133,"['1681 Lake Shore Boulevard E', 'Toronto, ON M4L 3W6', 'Canada']",Toronto,CA,3.0
"43.666224, -79.317693",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Boardwalk Place,43.6630096,-79.3108978,"['1675 Lake Shore Boulevard E', 'Toronto, ON M4W 3L6', 'Canada']",Toronto,CA,2.5
"43.666224, -79.317693",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Two Headed Dog,43.672357884225,-79.3207821249962,"['1469 Gerrard Street E', 'Toronto, ON M4L 2A1', 'Canada']",Toronto,CA,2.5
"43.666224, -79.317693",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'indpak', 'title': 'Indian'}]",Baldev Paan Cold Drink House,43.67171,-79.32352,"['1399 Gerrard Street E', 'Toronto, ON M4L 1Z5', 'Canada']",Toronto,CA,3.0
"43.653236, -79.376716",international,"[{'alias': 'international', 'title': 'International'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'pubs', 'title': 'Pubs'}]",Teller's Bar and Lounge,43.64882,-79.37805,"['One King West Hotel & Residence', '1 King Street W', 'Toronto, ON M5H 1A1', 'Canada']",Toronto,CA,4.5
"43.653236, -79.376716",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}]",TD Visa Infinite Credit Card Lounge,43.6449002399584,-79.3815729981693,"['65 Front Street West', 'Toronto, ON M5J 1E6', 'Canada']",Toronto,CA,4.5
"43.653236, -79.376716",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",Ju Sushi & Bar,43.65875,-79.36822,"['383 Dundas Street E', 'Toronto, ON M5A 2A6', 'Canada']",Toronto,CA,4.5
"43.653236, -79.376716",newcanadian,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",George Restaurant,43.65337263523713,-79.37432933100068,"['111 Queen Street E', 'Toronto, ON M5C 1S2', 'Canada']",Toronto,CA,4.5
"43.653236, -79.376716",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'champagne_bars', 'title': 'Champagne Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",Clockwork Champagne & Cocktails,43.64595,-79.38143,"['100 Front Street W', 'Toronto, ON M5J 1E3', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'italian', 'title': 'Italian'}]",Za Cafe Pizzeria + Bar,43.65102451,-79.38151933,"['372 Bay Street', 'Toronto, ON M5H 2W9', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",steak,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",The Keg Steakhouse + Bar - York Street,43.650011481693866,-79.38395891300931,"['165 York Street', 'Toronto, ON M5H 3R8', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",cafes,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",Page One,43.657853,-79.376254,"['106 Mutual Street', 'Unit 8', 'Toronto, ON M5B 2R7', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Bar St Lo,43.64877731740916,-79.3721586490738,"['26 Market Street', 'Toronto, ON M5E 1M6', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",japanese,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'pubs', 'title': 'Pubs'}]",KINKA IZAKAYA ORIGINAL,43.66042406856627,-79.37890046282942,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",steak,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Reign Restaurant + Bar + Bakery,43.64558198366306,-79.38185346634992,"['100 Front St W', 'Toronto, ON M5J 1E3', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",karaoke,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'bars', 'title': 'Bars'}]",Bar+ Karaoke Lounge,43.6583,-79.38197,"['360 Yonge Street', 'Floor 2', 'Toronto, ON M5B 1S5', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",CC Lounge & Whisky Bar,43.64788,-79.37438,"['45 Front Street E', 'Toronto, ON M5E 1B3', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",ARA Japanese Restaurant,43.65036,-79.38803,"['225 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",steak,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Hy's Steakhouse & Cocktail Bar,43.651051,-79.380849,"['365 Bay Street', 'Toronto, ON M5H 2V1', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Drake Mini Bar,43.6496799,-79.38455,"['150 York Street', 'Toronto, ON M5H 3S5', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",tradamerican,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Dukes Refresher,43.6485525,-79.3729104,"['73 Front Street East', 'Toronto, ON M5E 1B8', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Library Bar,43.6461717,-79.3811365,"['100 Front Street W', 'Fairmont Royal York', 'Toronto, ON M5J 1E3', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",beerbar,"[{'alias': 'beerbar', 'title': 'Beer Bar'}]",Beertown - Toronto,43.6461848,-79.384264,"['125 Wellington Street W', 'Toronto, ON M5J 0E8', 'Canada']",Toronto,CA,4.0
"43.653236, -79.376716",newcanadian,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Kōjin,43.64933018157421,-79.38639829999917,"['190 University Ave', 'Toronto, ON M5H 0A3', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",Big 3 Detroit Style Pizza,43.66702,-79.38121,"['555 Church Street', 'Toronto, ON M4Y 2E2', 'Canada']",Toronto,CA,5.0
"43.663722, -79.380288",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",Ju Sushi & Bar,43.65875,-79.36822,"['383 Dundas Street E', 'Toronto, ON M5A 2A6', 'Canada']",Toronto,CA,4.5
"43.663722, -79.380288",beerbar,"[{'alias': 'beerbar', 'title': 'Beer Bar'}]",Bar Volo,43.66556,-79.38555,"['17 St Nicholas Street', 'Toronto, ON M4Y 3G4', 'Canada']",Toronto,CA,4.5
"43.663722, -79.380288",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",C Suite,43.67028852994484,-79.39211077988148,"['126A Cumberland Street', 'Suite C', 'Toronto, ON M5R 1A6', 'Canada']",Toronto,CA,5.0
"43.663722, -79.380288",steak,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",The Keg Steakhouse + Bar,43.6668345,-79.3779253,"['515 Jarvis Street', 'Toronto, ON M4Y 2H7', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",cafes,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",Page One,43.657853,-79.376254,"['106 Mutual Street', 'Unit 8', 'Toronto, ON M5B 2R7', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",japanese,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'pubs', 'title': 'Pubs'}]",KINKA IZAKAYA ORIGINAL,43.66042406856627,-79.37890046282942,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Storm Crow Manor,43.6667489584503,-79.3816431239247,"['580 Church Street', 'Toronto, ON M4Y 2E5', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",karaoke,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'bars', 'title': 'Bars'}]",Bar+ Karaoke Lounge,43.6583,-79.38197,"['360 Yonge Street', 'Floor 2', 'Toronto, ON M5B 1S5', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",modern_european,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",Enigma,43.6688888,-79.3906134,"['23 St Thomas Street', 'Toronto, ON M5S 3E7', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",theater,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'gaybars', 'title': 'Gay Bars'}]",Buddies In Bad Times Theatre,43.66331,-79.38302,"['12 Alexander St', 'Toronto, ON M4Y 1B4', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",poolhalls,"[{'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'gaybars', 'title': 'Gay Bars'}]",Pegasus On Church,43.6651115,-79.3804169,"['489B Church Street', 'Toronto, ON M4Y 2C6', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",french,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Maison Selby,43.6712727802952,-79.37660004670653,"['592 Sherbourne Street', 'Toronto, ON M4X 1L4', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Red Cranberries Restaurant,43.66785,-79.36909,"['601 Parliament Street', 'Toronto, ON M4X 1P9', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}]",Planet Paradise,43.66576,-79.36826,"['51 Winchester Street', 'Toronto, ON M4X 1P3', 'Canada']",Toronto,CA,5.0
"43.663722, -79.380288",korean,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",Dalbam,43.669914,-79.383017,"['640 Church Street', 'Toronto, ON M4W 3T5', 'Canada']",Toronto,CA,5.0
"43.663722, -79.380288",cafes,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Public School,43.6708779,-79.3845954,"['90 Bloor Street E', 'W Toronto', 'Toronto, ON M4W 3Y1', 'Canada']",Toronto,CA,4.0
"43.663722, -79.380288",hookah_bars,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}]",Red Sea Shisha Lounge,43.66369817630392,-79.36791558431987,"['460 Parliament Street', 'Toronto, ON M5A 3A2', 'Canada']",Toronto,CA,5.0
"43.663722, -79.380288",karaoke,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'bars', 'title': 'Bars'}]",Su Karaoke Bar,43.667939,-79.385662,"['649 Yonge Street', 'Floor 2', 'Toronto, ON M4Y 1Z9', 'Canada']",Toronto,CA,5.0
"43.663722, -79.380288",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Citrus Restaurant and Lounge,43.65646,-79.37376,"['The Grand Hotel & Suites Toronto', '225 Jarvis Street', 'Toronto, ON M5B 2C1', 'Canada']",Toronto,CA,4.0
"43.657763, -79.389165",speakeasies,"[{'alias': 'speakeasies', 'title': 'Speakeasies'}]",After Seven,43.651806888628094,-79.39063724130392,"['50 McCaul Street', 'Toronto, ON M5T 0B6', 'Canada']",Toronto,CA,4.5
"43.657763, -79.389165",international,"[{'alias': 'international', 'title': 'International'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'pubs', 'title': 'Pubs'}]",Teller's Bar and Lounge,43.64882,-79.37805,"['One King West Hotel & Residence', '1 King Street W', 'Toronto, ON M5H 1A1', 'Canada']",Toronto,CA,4.5
"43.657763, -79.389165",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Ration Beverley,43.64942,-79.39203,"['335 Queen Street', 'Toronto, ON M5V 2A1', 'Canada']",Toronto,CA,4.5
"43.657763, -79.389165",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Grey Gardens,43.6537999,-79.40143,"['199 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada']",Toronto,CA,4.5
"43.657763, -79.389165",beerbar,"[{'alias': 'beerbar', 'title': 'Beer Bar'}]",Bar Volo,43.66556,-79.38555,"['17 St Nicholas Street', 'Toronto, ON M4Y 3G4', 'Canada']",Toronto,CA,4.5
"43.657763, -79.389165",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",Handlebar,43.6528604406984,-79.4012188911438,"['159 Augusta Avenue', 'Main Floor', 'Toronto, ON M5T 2L4', 'Canada']",Toronto,CA,4.5
"43.657763, -79.389165",pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'italian', 'title': 'Italian'}]",Za Cafe Pizzeria + Bar,43.65102451,-79.38151933,"['372 Bay Street', 'Toronto, ON M5H 2W9', 'Canada']",Toronto,CA,4.0
"43.657763, -79.389165",steak,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",The Keg Steakhouse + Bar - York Street,43.650011481693866,-79.38395891300931,"['165 York Street', 'Toronto, ON M5H 3R8', 'Canada']",Toronto,CA,4.0
"43.657763, -79.389165",japanese,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'pubs', 'title': 'Pubs'}]",KINKA IZAKAYA ORIGINAL,43.66042406856627,-79.37890046282942,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']",Toronto,CA,4.0
"43.657763, -79.389165",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Storm Crow Manor,43.6667489584503,-79.3816431239247,"['580 Church Street', 'Toronto, ON M4Y 2E5', 'Canada']",Toronto,CA,4.0
