lat-long,category_name,categories,name,latitude,longitude,address,city,country,rating
"43.65905, -79.422988",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",Paradise Grapevine,43.66227,-79.42338,"['841 Bloor Street W', 'Toronto, ON M6G 1M3', 'Canada']",Toronto,CA,5.0
"43.65905, -79.422988",coffee,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Mallo,43.6646307,-79.4107376,"['785  Bathurst Street', 'Toronto, ON M5R 3G3', 'Canada']",Toronto,CA,5.0
"43.65905, -79.422988",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Christie Pits Pub,43.6626223,-79.4227446,"['814 Bloor Street W', 'Toronto, ON M6G 1M1', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Civil Liberties,43.662099,-79.4251403,"['878 Bloor Street W', 'Toronto, ON M6G 1M2', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",musicvenues,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",Another Bar,43.66174952037,-79.4274140149355,"['926 Bloor Street W', 'Toronto, ON M6H 1L4', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",italian,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",Bar Vendetta,43.65098,-79.41324,"['928 Dundas Street W', 'Toronto, ON M6J 1W3', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",coffee,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",Black Cat Espresso Bar,43.65278,-79.43235,"['1104 College Street', 'Toronto, ON M6H 1B3', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'french', 'title': 'French'}]",Restaurant Pompette,43.65503,-79.41394,"['597 College Street', 'Toronto, ON M6G 1B5', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Miracle,43.6618599,-79.42497569999999,"['875 Bloor Street W', 'Second Floor', 'Toronto, ON M6G 1M4', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",korean,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]",Mapo Pocha Soju Bar,43.6640448,-79.41676136022515,"['680 Bloor Street W', 'Toronto, ON M6G 1L2', 'Canada']",Toronto,CA,5.0
"43.65905, -79.422988",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Reverie at The Park,43.655164300000045,-79.4127852411055,"['569 College Street', 'Toronto, ON M6G 1B2', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",Bangarang,43.65589,-79.41199,"['552 College Street', 'Toronto, ON M6G 1B1', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",comfortfood,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",The Commoner Bar Room,43.655168845018125,-79.4146438959444,"['614 College Street', 'Toronto, ON M6G 1B4', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Cocktail Bar,43.65074,-79.41316,"['923 Dundas St W', 'Toronto, ON M6J 1W3', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'scottish', 'title': 'Scottish'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",The Caledonian,43.65439,-79.42355,"['856 College Street', 'Toronto, ON M6H 1A2', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",The Dog and Tiger Kitchen and Bar,43.65549,-79.41142,"['537 College St', 'Toronto, ON M6G 1A9', 'Canada']",Toronto,CA,4.5
"43.65905, -79.422988",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",Stray,43.6559472442801,-79.4110082834959,"['532 College Street', 'Toronto, ON M6G 1A6', 'Canada']",Toronto,CA,5.0
"43.65905, -79.422988",italian,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",Mulino,43.65482,-79.41497,"['633 College Street', 'Toronto, ON M6G 1B5', 'Canada']",Toronto,CA,4.0
"43.65905, -79.422988",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Wenona Craft Beer Lodge,43.66023,-79.43271,"['1069 Bloor Street W', 'Toronto, ON M6H 1M3', 'Canada']",Toronto,CA,4.0
"43.65905, -79.422988",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",Archive,43.65084,-79.41243,"['909 Dundas Street W', 'Toronto, ON M6J 1V9', 'Canada']",Toronto,CA,4.0
"43.66, -79.4088888888889",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",Midnight Market,43.65682,-79.40733,"['434 College St', 'Toronto, ON M5T 1S9', 'Canada']",Toronto,CA,5.0
"43.66, -79.4088888888889",coffee,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Mallo,43.6646307,-79.4107376,"['785  Bathurst Street', 'Toronto, ON M5R 3G3', 'Canada']",Toronto,CA,5.0
"43.66, -79.4088888888889",divebars,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",Lucky Shrike,43.65171,-79.41034,"['850 Dundas Street', 'Toronto, ON M6J 1V5', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",italian,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",Bar Vendetta,43.65098,-79.41324,"['928 Dundas Street W', 'Toronto, ON M6J 1W3', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",Bathurst Local,43.65146,-79.40592,"['322 Bathurst Street', 'Toronto, ON M5T 2S3', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",gastropubs,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Her Father's Cider Bar & Kitchen,43.66232,-79.40453,"['119 Harbord Street', 'Toronto, ON M5S 1G7', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'french', 'title': 'French'}]",Restaurant Pompette,43.65503,-79.41394,"['597 College Street', 'Toronto, ON M6G 1B5', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",korean,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]",Mapo Pocha Soju Bar,43.6640448,-79.41676136022515,"['680 Bloor Street W', 'Toronto, ON M6G 1L2', 'Canada']",Toronto,CA,5.0
"43.66, -79.4088888888889",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Reverie at The Park,43.655164300000045,-79.4127852411055,"['569 College Street', 'Toronto, ON M6G 1B2', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'bars', 'title': 'Bars'}]",The Annex Commons,43.66549,-79.40756,"['296 Brunswick Ave', 'Toronto, ON M5S 2M7', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",Bangarang,43.65589,-79.41199,"['552 College Street', 'Toronto, ON M6G 1B1', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Grey Gardens,43.6537999,-79.40143,"['199 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",comfortfood,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",The Commoner Bar Room,43.655168845018125,-79.4146438959444,"['614 College Street', 'Toronto, ON M6G 1B4', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",seafood,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",Bar Mignonette,43.65202,-79.40816,"['794 Dundas Street W', '2nd Floor', 'Toronto, ON M6J 1V1', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",Handlebar,43.6528604406984,-79.4012188911438,"['159 Augusta Avenue', 'Main Floor', 'Toronto, ON M5T 2L4', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",The Dog and Tiger Kitchen and Bar,43.65549,-79.41142,"['537 College St', 'Toronto, ON M6G 1A9', 'Canada']",Toronto,CA,4.5
"43.66, -79.4088888888889",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",Stray,43.6559472442801,-79.4110082834959,"['532 College Street', 'Toronto, ON M6G 1A6', 'Canada']",Toronto,CA,5.0
"43.66, -79.4088888888889",italian,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",Mulino,43.65482,-79.41497,"['633 College Street', 'Toronto, ON M6G 1B5', 'Canada']",Toronto,CA,4.0
"43.66, -79.4088888888889",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",LoPan,43.65574,-79.4098,"['503 College Street', 'Toronto, ON M6G 1A5', 'Canada']",Toronto,CA,4.0
"43.66, -79.4088888888889",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Bar Pompette,43.65497,-79.41432,"['607 College Street', 'Toronto, ON M6G 1B5', 'Canada']",Toronto,CA,4.5
"43.690564, -79.326319",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Mom's Basement,43.682883,-79.326965,"['1430 Danforth Avenue', 'Toronto, ON M4J 1N4', 'Canada']",Toronto,CA,5.0
"43.690564, -79.326319",tapasmallplates,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",The Wood Owl,43.68261,-79.32813,"['1380 Danforth Avenue', 'Toronto, ON M4J 1M9', 'Canada']",Toronto,CA,4.5
"43.690564, -79.326319",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Tipsy Moose,43.6848865850343,-79.3172704428434,"['1864 Danforth Avenue', 'Toronto, ON M4C 1J4', 'Canada']",Toronto,CA,4.5
"43.690564, -79.326319",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",The Wren,43.6824096,-79.3280496,"['1382 Danforth Avenue', 'Toronto, ON M4J 1M9', 'Canada']",Toronto,CA,4.0
"43.690564, -79.326319",champagne_bars,"[{'alias': 'champagne_bars', 'title': 'Champagne Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",Sauce on the Danforth,43.682538,-79.328224,"['1376 Danforth Avenue', 'Toronto, ON M4J 1M9', 'Canada']",Toronto,CA,4.0
"43.690564, -79.326319",gastropubs,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",Morgan's On the Danforth,43.68194,-79.3302284,"['1282 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']",Toronto,CA,4.0
"43.690564, -79.326319",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",The Groove Bar & Grill,43.6852919679494,-79.3155437707901,"['1952 Danforth Avenue', 'Toronto, ON M4C 1J4', 'Canada']",Toronto,CA,4.0
"43.690564, -79.326319",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",TKO's The Sports Pub,43.68366,-79.32316,"['1600 Danforth Ave', 'Toronto, ON M4C 1H6', 'Canada']",Toronto,CA,4.0
"43.690564, -79.326319",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",The Dylan Bar,43.6820280073826,-79.3305167183754,"['1276 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']",Toronto,CA,3.5
"43.690564, -79.326319",french,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Taverne Tamblyn,43.68278544751015,-79.32706929999999,"['1426 Danforth Avenue', 'Toronto, ON M4J 4R3', 'Canada']",Toronto,CA,3.5
"43.690564, -79.326319",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Kilt and Harp,43.6856194,-79.3140106,"['2046 Danforth Avenue', 'Toronto, ON M4C 1J8', 'Canada']",Toronto,CA,3.5
"43.690564, -79.326319",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Linsmore Tavern,43.68226,-79.3300299,"['1298 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']",Toronto,CA,3.5
"43.690564, -79.326319",ethiopian,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Abugida Restaurant,43.682344,-79.327652,"['1393 Danforth Avenue', 'Toronto, ON M4J 1N2', 'Canada']",Toronto,CA,3.5
"43.690564, -79.326319",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Sophie's Sports Bar,43.69295,-79.33444,"['466 Cosburn Ave', 'East York, ON M4J 2N5', 'Canada']",East York,CA,3.0
"43.690564, -79.326319",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Tommy's Bar and Grill,43.68179,-79.33192,"['1206 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']",Toronto,CA,2.0
"43.690564, -79.326319",greek,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",Skara Greek Cuisine,43.69702,-79.32948,"['1050 Coxwell Avenue', 'East York, ON M4C 3G5', 'Canada']",East York,CA,1.5
"43.690564, -79.326319",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}]",Apollonia Cafe & Lounge,43.68325300859095,-79.3254605,"['1504 Danforth Avenue', 'Toronto, ON M4J 1N4', 'Canada']",Toronto,CA,2.0
"43.690564, -79.326319",lounges,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",Meda Lounge,43.68231,-79.32747,"['1397 Danforth Avenue', 'Toronto, ON M4J 1N2', 'Canada']",Toronto,CA,0.0
"43.690564, -79.326319",hookah_bars,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}]",Dose Shisha Lounge,43.6824,-79.32917,"['1336 Danforth Avenue', 'Toronto, ON M4J 1M9', 'Canada']",Toronto,CA,0.0
"43.690564, -79.326319",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Ocean Sports Bar & Grill,43.68557,-79.31461,"['1992 Av Danforth', 'Toronto, ON M4C 1J6', 'Canada']",Toronto,CA,0.0
"43.688325, -79.300463",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'british', 'title': 'British'}]",The Beech Tree,43.6803871,-79.2888628,"['924 Kingston Road', 'Toronto, ON M4E 1S5', 'Canada']",Toronto,CA,4.0
"43.688325, -79.300463",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",Edie's Place Bar & Cafe,43.6861,-79.31217,"['2100 Danforth Avenue', 'Toronto, ON M4C 1J9', 'Canada']",Toronto,CA,4.0
"43.688325, -79.300463",bars,"[{'alias': 'bars', 'title': 'Bars'}]",Pentagram Bar & Grill,43.6884694583784,-79.300494183971,"['2575 Danforth Avenue', 'Toronto, ON M4C 1L5', 'Canada']",Toronto,CA,1.5
"43.688325, -79.300463",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",The Rusty Nail Pub,43.68654,-79.30981,"['2202 Danforth Avenue', 'Toronto, ON M4C 1K3', 'Canada']",Toronto,CA,0.0
"43.688325, -79.300463",divebars,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",The Jem,43.68891,-79.29944,"['2662 Danforth Ave', 'Toronto, ON M4C 1L7', 'Canada']",Toronto,CA,0.0
"43.688325, -79.300463",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",Classic Jamaican Restaurant & Pub,43.68742,-79.30623,"['2362 Danforth Avenue', 'Toronto, ON M4C 1K7', 'Canada']",Toronto,CA,0.0
"43.65716, -79.46478",irish_pubs,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",Whelan's Gate Gastropub,43.6552887,-79.4564438,"['1663 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.65716, -79.46478",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",Famous Last Words,43.6652340801292,-79.4688493625629,"['392 Pacific Avenue', 'Toronto, ON M6P 2R1', 'Canada']",Toronto,CA,4.5
"43.65716, -79.46478",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'italian', 'title': 'Italian'}]",Decó,43.6655233977892,-79.4639609081577,"['2840 Dundas Street W', 'Toronto, ON M6P 1Y7', 'Canada']",Toronto,CA,4.5
"43.65716, -79.46478",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'arcades', 'title': 'Arcades'}]",Cabin Fever,43.6553501508307,-79.4567192927358,"['1669 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.65716, -79.46478",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",The Hole In the Wall,43.66518,-79.46515,"['2867 Dundas Street W', 'Toronto, ON M6P 1Y9', 'Canada']",Toronto,CA,4.5
"43.65716, -79.46478",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",The Wicket Bar,43.6554790883517,-79.4565081125878,"['1671 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.65716, -79.46478",bars,"[{'alias': 'bars', 'title': 'Bars'}]",The Mugshot Tavern,43.6546,-79.45957,"['1729 Bloor Street W', 'Toronto, ON M6P 1B2', 'Canada']",Toronto,CA,4.0
"43.65716, -79.46478",divebars,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",Jenny Bar & Restaurant,43.65752119705725,-79.45291432390785,"['2383 Dundas Street W', 'Toronto, ON M6P 1X2', 'Canada']",Toronto,CA,5.0
"43.65716, -79.46478",bars,"[{'alias': 'bars', 'title': 'Bars'}]",See-Scape,43.66469,-79.46388,"['347 Keele Street', 'Toronto, ON M6P 2K6', 'Canada']",Toronto,CA,4.0
"43.65716, -79.46478",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Bar Lokys,43.6557699,-79.45411,"['1573 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.65716, -79.46478",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Fox & Johns Pub & Restaurant,43.65112,-79.4752,"['2199 Bloor Street  W', 'Toronto, ON M6S 1N2', 'Canada']",Toronto,CA,3.5
"43.65716, -79.46478",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",MacKenzies High Park,43.6528481,-79.4684242,"['1982 Bloor Street W', 'Toronto, ON M6P 3K9', 'Canada']",Toronto,CA,3.0
"43.65716, -79.46478",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",3030,43.6658199,-79.47046,"['3030 Dundas Street W', 'Toronto, ON M6P 1Z3', 'Canada']",Toronto,CA,3.0
"43.65716, -79.46478",poolhalls,"[{'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",Shoxs Billiard Lounge,43.66516,-79.46348,"['2827 Dundas Street W', 'Toronto, ON M6P 1Y6', 'Canada']",Toronto,CA,3.0
"43.65716, -79.46478",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",Axis Gallery & Grill,43.66567,-79.47092,"['3048 Dundas Street W', 'Toronto, ON M6P 1Z3', 'Canada']",Toronto,CA,3.0
"43.65716, -79.46478",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",The Swan A Firkin Pub,43.65101,-79.47563,"['2205 Bloor St W', 'Toronto, ON M6S 1N5', 'Canada']",Toronto,CA,3.0
"43.65716, -79.46478",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Toronto Style Bar,43.65643,-79.45309,"['1546 Bloor Street W', 'Toronto, ON M6P 1A4', 'Canada']",Toronto,CA,2.5
"43.65716, -79.46478",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Gaivota Sports Bar,43.66518,-79.45282,"['1557 Dupont Street', 'Toronto, ON M6P 3S5', 'Canada']",Toronto,CA,3.0
"43.65716, -79.46478",wine_bars,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}]",Botham's,43.66531581311369,-79.46525264110463,"['2869 Dundas St W', 'Toronto, ON M6P 1Y9', 'Canada']",Toronto,CA,3.0
"43.65716, -79.46478",newcanadian,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",Gabby's Junction,43.66571,-79.47027,"['3026 Dundas St. W.', 'Toronto, ON M6P 1Z2', 'Canada']",Toronto,CA,2.0
"43.6525077, -79.4654233",irish_pubs,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",Whelan's Gate Gastropub,43.6552887,-79.4564438,"['1663 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.6525077, -79.4654233",bars,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'arcades', 'title': 'Arcades'}]",Cabin Fever,43.6553501508307,-79.4567192927358,"['1669 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.6525077, -79.4654233",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",The Wicket Bar,43.6554790883517,-79.4565081125878,"['1671 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.6525077, -79.4654233",bars,"[{'alias': 'bars', 'title': 'Bars'}]",The Mugshot Tavern,43.6546,-79.45957,"['1729 Bloor Street W', 'Toronto, ON M6P 1B2', 'Canada']",Toronto,CA,4.0
"43.6525077, -79.4654233",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'pubs', 'title': 'Pubs'}]",Shakey's Sports Pub,43.6507268,-79.4774603,"['2255 Bloor Street W', 'Toronto, ON M6S 1N8', 'Canada']",Toronto,CA,4.0
"43.6525077, -79.4654233",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Bar Lokys,43.6557699,-79.45411,"['1573 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,4.5
"43.6525077, -79.4654233",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",Fox & Johns Pub & Restaurant,43.65112,-79.4752,"['2199 Bloor Street  W', 'Toronto, ON M6S 1N2', 'Canada']",Toronto,CA,3.5
"43.6525077, -79.4654233",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",MacKenzies High Park,43.6528481,-79.4684242,"['1982 Bloor Street W', 'Toronto, ON M6P 3K9', 'Canada']",Toronto,CA,3.0
"43.6525077, -79.4654233",pubs,"[{'alias': 'pubs', 'title': 'Pubs'}]",The Swan A Firkin Pub,43.65101,-79.47563,"['2205 Bloor St W', 'Toronto, ON M6S 1N5', 'Canada']",Toronto,CA,3.0
"43.6525077, -79.4654233",sportsbars,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",Toronto Style Bar,43.65643,-79.45309,"['1546 Bloor Street W', 'Toronto, ON M6P 1A4', 'Canada']",Toronto,CA,2.5
"43.6525077, -79.4654233",cocktailbars,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",Capones Toronto,43.65580196825448,-79.45419112534232,"['1573 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",Toronto,CA,0.0
